epoch;binary_accuracy;loss;lr;val_binary_accuracy;val_loss
0;0.9343319535255432;0.361491322517395;0.002;0.9414581656455994;0.1667809635400772
1;0.9402375221252441;0.1747702956199646;0.002;0.9414581656455994;0.16538628935813904
2;0.9402503967285156;0.17269708216190338;0.002;0.9414581656455994;0.16510778665542603
3;0.940250813961029;0.17190684378147125;0.002;0.9414581656455994;0.1650736927986145
4;0.940250813961029;0.17131677269935608;0.002;0.9414581656455994;0.16501951217651367
5;0.940250813961029;0.1708381325006485;0.002;0.9414581656455994;0.1648608148097992
6;0.940250813961029;0.1702890843153;0.002;0.9414581656455994;0.16495902836322784
7;0.940250813961029;0.1697799414396286;0.002;0.9414581656455994;0.16501536965370178
8;0.940250813961029;0.16958194971084595;0.002;0.9414581656455994;0.16499069333076477
9;0.940250813961029;0.1690199226140976;0.002;0.9414581656455994;0.16486157476902008
10;0.940250813961029;0.16863596439361572;0.002;0.9414581656455994;0.16591176390647888
11;0.940250813961029;0.16841131448745728;0.002;0.9414581656455994;0.1648605465888977
12;0.940250813961029;0.16821642220020294;0.002;0.9414581656455994;0.16526255011558533
13;0.940250813961029;0.16804847121238708;0.002;0.9414581656455994;0.16486756503582
14;0.940250813961029;0.1679951697587967;0.002;0.9414581656455994;0.1649540811777115
15;0.940250813961029;0.1678730994462967;0.002;0.9414581656455994;0.16485336422920227
16;0.940250813961029;0.1678398698568344;0.002;0.9414581656455994;0.16486184298992157
17;0.940250813961029;0.16776609420776367;0.002;0.9414581656455994;0.1652747541666031
18;0.940250813961029;0.16777443885803223;0.002;0.9414581656455994;0.16494502127170563
19;0.940250813961029;0.16774505376815796;0.002;0.9414581656455994;0.1649790108203888
20;0.940250813961029;0.1677713692188263;0.002;0.9414581656455994;0.16505254805088043
21;0.940250813961029;0.1677413433790207;0.002;0.9414581656455994;0.1648479402065277
22;0.940250813961029;0.16774290800094604;0.002;0.9414581656455994;0.1649204045534134
23;0.940250813961029;0.16772982478141785;0.002;0.9414581656455994;0.16486340761184692
24;0.940250813961029;0.16775716841220856;0.002;0.9414581656455994;0.164968341588974
25;0.940250813961029;0.16760383546352386;0.00040000002;0.9414581656455994;0.1648460477590561
26;0.940250813961029;0.16761887073516846;0.00040000002;0.9414581656455994;0.1648472547531128
0;0.9378273487091064;0.21250787377357483;0.002;0.9414581656455994;0.1648198515176773
1;0.939736545085907;0.1474364697933197;0.002;0.9408106207847595;0.11841418594121933
2;0.9399457573890686;0.12420215457677841;0.002;0.9425085783004761;0.11442185938358307
3;0.940291702747345;0.11920920759439468;0.002;0.9414581656455994;0.12474758177995682
4;0.9406167268753052;0.11651825159788132;0.002;0.9424569606781006;0.11515884846448898
