epoch;binary_accuracy;loss;lr;val_binary_accuracy;val_loss
0;0.9472154974937439;0.42890334129333496;0.002;0.9590499997138977;0.1264839470386505
1;0.9634730219841003;0.13564586639404297;0.002;0.9590499997138977;0.1274980753660202
2;0.963916540145874;0.12689608335494995;0.002;0.9590499997138977;0.1261485517024994
3;0.964004635810852;0.12446268647909164;0.002;0.9590499997138977;0.12754522264003754
4;0.9640205502510071;0.12277447432279587;0.002;0.9590499997138977;0.12624672055244446
5;0.9640393257141113;0.12083852291107178;0.002;0.9590499997138977;0.1255413144826889
6;0.9640422463417053;0.119834303855896;0.002;0.9590499997138977;0.1258196383714676
7;0.9640407562255859;0.11867015808820724;0.002;0.9590499997138977;0.1255175620317459
8;0.9640422463417053;0.11815354973077774;0.002;0.9590499997138977;0.12544439733028412
9;0.9640422463417053;0.11757370829582214;0.002;0.9590499997138977;0.12549138069152832
10;0.9640422463417053;0.1172463521361351;0.002;0.9590499997138977;0.12526516616344452
11;0.9640422463417053;0.11701573431491852;0.002;0.9590499997138977;0.12523153424263
12;0.9640422463417053;0.11679179221391678;0.002;0.9590499997138977;0.1251978874206543
13;0.9640422463417053;0.11658383905887604;0.002;0.9590499997138977;0.12586840987205505
14;0.9640422463417053;0.11622782796621323;0.002;0.9590499997138977;0.12528392672538757
15;0.9640422463417053;0.11645037680864334;0.002;0.9590499997138977;0.12687337398529053
16;0.9640422463417053;0.11646084487438202;0.002;0.9590499997138977;0.12518668174743652
17;0.9640422463417053;0.11573003232479095;0.002;0.9590499997138977;0.1259138137102127
18;0.9640422463417053;0.11597155779600143;0.002;0.9590499997138977;0.12479221075773239
19;0.9640422463417053;0.11503895372152328;0.002;0.9590499997138977;0.1232164055109024
20;0.9639800786972046;0.11367680877447128;0.002;0.9590499997138977;0.1198861226439476
21;0.9639281034469604;0.11156169325113297;0.002;0.9590386152267456;0.12148308008909225
22;0.963994562625885;0.10917213559150696;0.002;0.9590499997138977;0.11672929674386978
23;0.9639685153961182;0.10788941383361816;0.002;0.9590499997138977;0.11815911531448364
24;0.9639483094215393;0.10785126686096191;0.002;0.9590499997138977;0.11763190478086472
25;0.9640407562255859;0.10485318303108215;0.002;0.9590499997138977;0.11434783041477203
26;0.9640393257141113;0.10521576553583145;0.002;0.9590499997138977;0.11654604971408844
27;0.9640407562255859;0.1046571135520935;0.002;0.9590499997138977;0.11568781733512878
28;0.9640393257141113;0.1035260409116745;0.002;0.9590499997138977;0.11863958835601807
29;0.9640061259269714;0.10307716578245163;0.002;0.9590499997138977;0.11541561782360077
30;0.9640378952026367;0.10246895998716354;0.002;0.9590499997138977;0.11666418612003326
31;0.9640378952026367;0.10157337039709091;0.002;0.9590499997138977;0.11426230520009995
32;0.9640422463417053;0.1016518771648407;0.002;0.9590499997138977;0.11567093431949615
33;0.9640422463417053;0.10136958211660385;0.002;0.9590499997138977;0.11375614255666733
34;0.9640378952026367;0.1013234406709671;0.002;0.9590499997138977;0.11409374326467514
35;0.9640277624130249;0.10032567381858826;0.002;0.9590499997138977;0.1148323267698288
36;0.9640335440635681;0.10077188163995743;0.002;0.9590499997138977;0.11366238445043564
37;0.9640335440635681;0.10026019811630249;0.002;0.9590499997138977;0.11719762533903122
38;0.9640393257141113;0.10092621296644211;0.002;0.9590499997138977;0.11441048979759216
39;0.9640364646911621;0.09951069951057434;0.002;0.9590499997138977;0.11408530920743942
40;0.9640321135520935;0.09911707788705826;0.002;0.9590499997138977;0.11433923244476318
41;0.9640393257141113;0.09876060485839844;0.002;0.9590499997138977;0.11419320106506348
42;0.9640176296234131;0.09857869893312454;0.002;0.9590499997138977;0.11513885855674744
43;0.9640393257141113;0.09840789437294006;0.002;0.9590499997138977;0.11796244978904724
44;0.9640436768531799;0.09811761975288391;0.002;0.9590499997138977;0.11305324733257294
45;0.9638457298278809;0.09884851425886154;0.002;0.9590499997138977;0.11550623923540115
46;0.9637243747711182;0.10353492945432663;0.002;0.9590499997138977;0.129325270652771
47;0.9640393257141113;0.11111392825841904;0.002;0.9590499997138977;0.1179889589548111
48;0.9640378952026367;0.1038697138428688;0.002;0.9590499997138977;0.12315499782562256
49;0.9640364646911621;0.10063932836055756;0.002;0.9590499997138977;0.11475831270217896
50;0.9640306830406189;0.09974905848503113;0.002;0.9590499997138977;0.1127551719546318
51;0.9640393257141113;0.09633783251047134;0.00040000002;0.9590499997138977;0.11273295432329178
52;0.964007556438446;0.09485715627670288;0.00040000002;0.9590499997138977;0.11394902318716049
53;0.9640263319015503;0.09464167803525925;0.00040000002;0.9590499997138977;0.11298219114542007
54;0.963994562625885;0.09410475194454193;0.00040000002;0.9590499997138977;0.11371461302042007
55;0.964053750038147;0.09394124895334244;0.00040000002;0.9590499997138977;0.11294834315776825
56;0.9640393257141113;0.09342779964208603;0.00040000002;0.9590499997138977;0.11577185243368149
57;0.964056670665741;0.0928698480129242;0.00040000002;0.9590499997138977;0.11397616565227509
58;0.9640263319015503;0.0922565683722496;0.00040000002;0.9590499997138977;0.1127241998910904
59;0.9640422463417053;0.0922045186161995;0.00040000002;0.9590499997138977;0.11410461366176605
60;0.9640291929244995;0.09240754693746567;0.00040000002;0.9590669870376587;0.11473488807678223
61;0.9640610218048096;0.09189606457948685;0.00040000002;0.9590669870376587;0.11636050790548325
62;0.9640364646911621;0.0916086882352829;0.00040000002;0.9590499997138977;0.11593768000602722
63;0.9640797972679138;0.0909917876124382;0.00040000002;0.9590499997138977;0.11645420640707016
64;0.9640451073646545;0.09068579226732254;0.00040000002;0.9590499997138977;0.11379028856754303
65;0.9640710949897766;0.09043138474225998;0.00040000002;0.9590669870376587;0.11423575133085251
66;0.964082658290863;0.08998725563287735;0.00040000002;0.9590499997138977;0.11308598518371582
67;0.9640740156173706;0.09012754261493683;0.00040000002;0.9590499997138977;0.1159210354089737
68;0.9639613032341003;0.08988452702760696;0.00040000002;0.9590499997138977;0.11493479460477829
69;0.9640335440635681;0.08973278850317001;0.00040000002;0.9590499997138977;0.11506412923336029
70;0.9641101360321045;0.08883140236139297;0.00040000002;0.9590499997138977;0.114918552339077
71;0.9641000032424927;0.08867916464805603;0.00040000002;0.9590499997138977;0.116279736161232
72;0.9640797972679138;0.088348388671875;0.00040000002;0.9590499997138977;0.1157732903957367
73;0.9641187787055969;0.08791277557611465;0.00040000002;0.9590499997138977;0.11481117457151413
74;0.9641419053077698;0.088210329413414;0.00040000002;0.9590499997138977;0.1158352941274643
75;0.964085578918457;0.08721347898244858;0.00040000002;0.9590499997138977;0.11696548014879227
76;0.9640840888023376;0.0870375707745552;0.00040000002;0.9590499997138977;0.1156463548541069
77;0.9640985727310181;0.08720148354768753;0.00040000002;0.9590499997138977;0.11560286581516266
78;0.964144766330719;0.08652551472187042;0.00040000002;0.9590499997138977;0.11928888410329819
79;0.9641838073730469;0.08661545813083649;0.00040000002;0.959061324596405;0.11668140441179276
80;0.9641361236572266;0.08635485172271729;0.00040000002;0.9590499997138977;0.11795253306627274
81;0.9641029238700867;0.08576289564371109;0.00040000002;0.9590499997138977;0.12186046689748764
82;0.9641548991203308;0.08486954867839813;0.00040000002;0.9590499997138977;0.11753201484680176
83;0.9641548991203308;0.08489543199539185;0.00040000002;0.959061324596405;0.11900798976421356
84;0.9641563296318054;0.08475010842084885;0.00040000002;0.9590499997138977;0.11868439614772797
