epoch;binary_accuracy;loss;lr
0;0.9419299364089966;0.1763847917318344;0.002
1;0.9466418623924255;0.10555444657802582;0.002
2;0.9496542811393738;0.09805329889059067;0.002
3;0.9504803419113159;0.09511654078960419;0.002
4;0.9520275592803955;0.091184601187706;0.002
5;0.9527166485786438;0.08899620920419693;0.002
6;0.9531461596488953;0.08750350028276443;0.002
7;0.9534168839454651;0.0864061638712883;0.002
8;0.9539587497711182;0.08483988046646118;0.002
9;0.9542160630226135;0.08359205722808838;0.002
10;0.9543275833129883;0.08295152336359024;0.002
11;0.9544398784637451;0.08265335857868195;0.002
12;0.9544942378997803;0.08220551162958145;0.002
13;0.9545980095863342;0.08129984140396118;0.002
14;0.9546056389808655;0.08134015649557114;0.002
15;0.9536443948745728;0.08385366946458817;0.002
16;0.9548283219337463;0.080718033015728;0.002
17;0.9548181891441345;0.08053509145975113;0.002
18;0.9549575448036194;0.0804332047700882;0.002
19;0.9548266530036926;0.08023236691951752;0.002
20;0.9548812508583069;0.08031348884105682;0.002
21;0.9551035165786743;0.07944543659687042;0.002
22;0.9550120830535889;0.07964040338993073;0.002
23;0.9550158381462097;0.07940202206373215;0.002
24;0.9551076292991638;0.0793655589222908;0.002
25;0.9550798535346985;0.07947175204753876;0.002
26;0.9552091956138611;0.07899346947669983;0.002
27;0.9527522325515747;0.0971468836069107;0.002
28;0.9528166651725769;0.08456683903932571;0.002
29;0.954386830329895;0.0808156281709671;0.002
30;0.9548772573471069;0.08018825203180313;0.002
31;0.9551180005073547;0.0792054831981659;0.002
32;0.9562377333641052;0.073456309735775;0.00040000002
33;0.9564111828804016;0.07229441404342651;0.00040000002
34;0.9565062522888184;0.0722062885761261;0.00040000002
35;0.9565545320510864;0.0717146173119545;0.00040000002
36;0.9565773010253906;0.07124953716993332;0.00040000002
37;0.9566621780395508;0.07096429169178009;0.00040000002
38;0.9566867351531982;0.07083319872617722;0.00040000002
39;0.9566499590873718;0.07080711424350739;0.00040000002
40;0.9566841721534729;0.07077668607234955;0.00040000002
41;0.9567081928253174;0.07040739059448242;0.00040000002
42;0.9567567110061646;0.070276640355587;0.00040000002
43;0.9567373394966125;0.07034257054328918;0.00040000002
44;0.956791877746582;0.07008364051580429;0.00040000002
45;0.9567803740501404;0.06995128840208054;0.00040000002
46;0.9568222761154175;0.06984099745750427;0.00040000002
47;0.9568285346031189;0.06980165839195251;0.00040000002
48;0.9568560719490051;0.06963806599378586;0.00040000002
49;0.9568284153938293;0.06971519440412521;0.00040000002
50;0.9568746089935303;0.06946378201246262;0.00040000002
51;0.9568822383880615;0.06948070973157883;0.00040000002
52;0.956875741481781;0.06923579424619675;0.00040000002
53;0.9568577408790588;0.06936979293823242;0.00040000002
54;0.9569510817527771;0.06903094798326492;0.00040000002
55;0.9569646120071411;0.06905799359083176;0.00040000002
56;0.9569519758224487;0.0690908282995224;0.00040000002
57;0.9569262862205505;0.06922319531440735;0.00040000002
58;0.9569572806358337;0.06897389143705368;0.00040000002
59;0.9569369554519653;0.06899534910917282;0.00040000002
60;0.9569460153579712;0.06886644661426544;0.00040000002
61;0.9569998383522034;0.06864547729492188;0.00040000002
62;0.9569591283798218;0.06877695024013519;0.00040000002
63;0.9569833278656006;0.0685417652130127;0.00040000002
64;0.9570187330245972;0.06870990991592407;0.00040000002
65;0.9572071433067322;0.06726376712322235;8.0000005e-05
66;0.9572674036026001;0.06698594987392426;8.0000005e-05
67;0.9572592377662659;0.06704062223434448;8.0000005e-05
68;0.9572505354881287;0.06699156016111374;8.0000005e-05
69;0.9572728276252747;0.06693265587091446;8.0000005e-05
70;0.9573010802268982;0.06686276197433472;8.0000005e-05
71;0.9573108553886414;0.06668204069137573;8.0000005e-05
72;0.9573192596435547;0.06672375649213791;8.0000005e-05
73;0.9573101997375488;0.06669454276561737;8.0000005e-05
74;0.9573240876197815;0.06682411581277847;8.0000005e-05
75;0.9573516249656677;0.06649194657802582;8.0000005e-05
76;0.9573780298233032;0.06632387638092041;1.6000002e-05
77;0.9573919177055359;0.0663316622376442;1.6000002e-05
78;0.9573964476585388;0.06626210361719131;1.6000002e-05
79;0.9573729038238525;0.06620551645755768;1.6000002e-05
80;0.9573953151702881;0.06618574261665344;1.6000002e-05
81;0.9573720693588257;0.0662459284067154;1.6000002e-05
82;0.9573736786842346;0.06631188094615936;1.6000002e-05
83;0.9573997855186462;0.06621140241622925;1.6000002e-05
84;0.957390308380127;0.06616237014532089;1.6000002e-05
85;0.9574066996574402;0.06625779718160629;1.6000002e-05
86;0.9573699831962585;0.06637787073850632;1.6000002e-05
87;0.9573931694030762;0.06630265712738037;1.6000002e-05
88;0.9574117660522461;0.06618798524141312;1.6000002e-05
89;0.9573918581008911;0.06611023843288422;3.2000003e-06
90;0.9574130177497864;0.066232830286026;3.2000003e-06
91;0.9573908448219299;0.06612864881753922;3.2000003e-06
92;0.9574078321456909;0.06613822281360626;3.2000003e-06
93;0.9573890566825867;0.06611579656600952;3.2000003e-06
94;0.9574245810508728;0.0660782903432846;3.2000003e-06
95;0.9574211239814758;0.06612372398376465;3.2000003e-06
96;0.9574042558670044;0.06611289829015732;3.2000003e-06
97;0.9574189782142639;0.06611090898513794;3.2000003e-06
98;0.9574080109596252;0.06606430560350418;3.2000003e-06
99;0.9574272036552429;0.06612765789031982;6.4000005e-07
